-120.433899	192.122803	972.792480	0.458555	-0.494591	-0.941460	2
-121.414299	192.475098	972.129883	0.464077	-0.500547	-0.952798	3
-122.392303	192.179001	972.799988	-0.025451	-0.857358	-0.415982	2
-122.410896	192.505096	972.129028	-0.040900	-1.377806	-0.668499	3
-121.415703	192.218506	972.799988	0.299871	-0.846260	0.524166	2
-119.462601	192.812302	973.469971	1.130493	-0.308597	-0.442825	2
-119.792900	192.563705	972.799988	1.207781	-1.756872	0.056453	2
-122.845703	192.563705	972.799988	-0.423887	-1.190220	-0.203771	3
-122.392303	192.287506	973.470093	0.038627	-0.954905	0.154621	2
-120.451401	192.433701	973.623901	-0.077011	-0.813783	0.302681	2
-121.412003	192.630905	973.463684	0.582229	-0.640418	0.471998	2
-119.462601	192.922501	974.140015	0.093241	-0.431924	0.230430	2
-158.376694	195.572601	974.806274	0.002661	0.008761	-0.541774	2
-160.166794	195.444504	974.795410	-0.021877	-0.004772	-0.366385	2
-121.415703	193.126007	974.140015	0.542454	-0.596668	-0.229216	2
-120.439102	192.711700	974.140015	-0.225081	-0.530559	-0.064223	2
-119.462601	192.563705	974.555786	0.056686	-1.219298	-1.052208	2
-118.486000	192.563705	974.608398	0.017647	-0.379592	-0.327573	2
-118.850998	193.540298	974.140015	0.371389	-0.367665	-1.056004	3
-123.368797	192.110001	974.140015	0.169937	-1.406337	-0.807520	3
-122.034203	192.563705	974.140015	1.221257	-1.302717	-0.516047	2
-122.392303	192.227997	974.140015	0.754350	-0.716255	-0.363054	2
-122.392303	191.888397	974.809998	0.846778	-0.804015	-0.407538	2
-118.486000	192.182098	974.809998	-0.111708	-0.662796	-1.254607	2
-157.548492	196.936401	975.479980	0.060462	0.414936	-1.582969	2
-157.503799	196.394806	975.339722	0.035173	0.241384	-0.920872	2
-159.501602	196.144501	974.809998	-1.269195	1.228448	-1.072959	2
-158.420898	196.933594	975.445923	-0.069281	0.556056	-1.187918	2
-160.396194	194.485794	974.821594	-0.559581	0.112631	-0.778627	2
-161.109497	195.493393	975.479980	-0.491857	-0.104301	-0.373260	2
-158.197601	194.481903	974.807190	1.307943	0.213996	-0.914838	2
-160.047394	193.540298	975.479980	-1.160259	-1.245536	-0.222198	2
-160.478195	193.941605	975.479980	-0.526785	-0.565503	-0.100883	2
-159.914200	193.536606	974.805176	-0.475408	-0.692296	-0.090048	2
-159.498505	193.184097	974.809021	0.084001	-1.001382	-0.027373	2
-121.751099	192.563705	974.809998	1.308511	-0.912028	0.057814	2
-121.415703	193.044907	974.809998	0.686951	-0.478803	0.030352	2
-120.439102	192.938599	974.809998	-0.248165	-1.155993	-0.359157	2
-121.415703	192.940094	975.479980	-0.104574	-0.960669	-0.150288	2
-118.109596	193.540298	974.809998	1.151358	-0.055868	1.069920	3
-122.392303	191.919601	975.479980	0.488472	-1.477059	0.068794	2
-123.368797	191.725296	974.809998	0.259957	-1.556373	-0.299255	2
-119.820702	192.563705	974.809998	-0.513044	-0.846603	-0.049784	2
-119.462601	192.346695	974.809998	-0.828813	-1.367670	-0.080426	2
-118.155998	192.554794	974.808472	0.374258	-0.328900	0.606998	2
-119.163902	192.563705	975.479980	1.041772	-1.213593	1.579757	2
-159.509705	196.617996	975.361694	-0.231600	0.764032	-0.236527	2
-157.548492	197.140701	976.150024	0.013624	0.671808	-0.214490	2
-157.029999	196.455795	975.546387	0.485177	-0.332339	-0.636352	2
-157.653000	195.510406	975.565125	0.366807	-0.020205	-0.474379	2
-157.725906	194.526505	975.492004	0.913878	0.014675	-1.108669	2
-160.902405	194.516800	975.479980	-0.844223	-0.690796	-0.310701	2
-160.478195	193.697006	976.150024	-0.489084	-0.400199	-0.179998	2
-161.149002	194.516800	976.150024	-1.005052	-0.822397	-0.369891	2
-159.501602	193.165497	975.479980	-0.756973	-1.102315	0.373128	2
-160.024796	193.540298	976.150024	-0.436364	-1.542640	0.014717	2
-121.415703	193.175293	976.150024	0.382003	-0.370442	0.130033	2
-120.267998	192.688797	975.495789	-0.109029	-0.487191	0.171014	2
-120.439102	192.744904	976.150024	-0.163054	-0.953788	0.039152	2
-123.371597	191.595795	975.481079	0.508964	-1.538912	0.105100	2
-123.419502	191.626495	976.162598	0.297173	-0.898537	0.061366	2
-122.413902	192.701294	976.130127	0.576701	-0.520100	0.644493	2
-121.780701	192.563705	975.479980	0.660052	-0.626746	0.775486	2
-119.462601	192.563705	975.802612	0.534821	-0.623029	0.495147	2
-119.462601	192.307297	975.479980	0.643420	-0.749539	0.595690	2
-124.359299	191.462799	975.451599	-0.116143	-0.900375	-0.422324	3
-159.501602	196.864502	976.150024	-0.402586	0.922854	0.013493	2
-158.525101	197.160507	976.150024	-0.413660	0.952801	0.210489	2
-156.572006	197.446503	976.435974	-0.107361	0.435868	-1.475818	3
-160.484299	196.257996	975.528503	-0.227341	0.234294	-0.023450	2
-156.897507	195.493393	976.150024	1.319965	-0.453667	-0.442784	2
-156.564194	196.466995	976.146118	0.097650	-0.050544	-0.056395	2
-156.572006	195.699997	976.820007	0.268432	-0.837348	-0.949930	2
-161.336395	195.493393	976.150024	-0.792822	-0.152130	-0.025345	2
-156.623993	194.569199	976.400879	1.004273	0.424861	-0.804180	2
-160.472397	193.891800	976.844299	-0.673308	-0.770748	-0.037671	2
-156.543304	193.520493	976.801270	0.849560	-0.265637	-0.866966	2
-159.501602	193.392303	976.150024	-0.434161	-1.534849	-0.248572	2
-158.378296	193.258301	975.532104	0.050056	-1.032971	-0.139944	2
-157.548492	192.908997	976.820007	0.641122	-1.068837	-0.487851	2
-157.548492	193.214798	976.150024	0.392836	-0.417359	-0.410428	2
-157.201294	193.541595	976.150024	1.168255	-1.241186	-1.220573	2
-154.618805	192.563705	976.713318	0.068389	0.092784	-1.547614	2
-153.642303	192.563705	976.756470	0.040719	0.055244	-0.921445	2
-122.392303	193.093399	976.820007	0.421787	-0.909388	0.503661	2
-120.438103	192.593399	976.888794	-0.760349	-1.148490	-0.234500	2
-119.462601	192.897202	976.150024	0.096783	-0.620554	-0.127392	2
-152.064697	191.587204	976.820007	-0.043648	-0.134321	-1.269212	2
-152.047806	192.488907	976.723999	0.008947	-0.010338	-0.141613	2
-125.321999	190.936096	976.820007	-0.528442	-1.093348	-0.509416	2
-126.374199	191.457504	976.792419	-0.268509	-0.555546	-0.258842	3
-124.345398	191.034805	976.820007	0.157752	-1.560759	-0.229699	2
-125.353798	191.284698	976.104797	-0.163915	-1.276336	-0.614814	3
-123.548500	191.689102	976.798584	0.507278	-0.957568	0.197155	2
-124.345398	191.133408	976.150024	0.672733	-0.823319	-0.121169	2
-152.665695	206.352798	977.490112	-1.817378	-0.324115	0.547390	2
-153.020798	207.212204	976.820007	-0.863685	-0.654350	-0.381515	3
-152.665695	206.235596	977.420715	0.478275	0.864088	1.122074	2
-152.828506	206.235596	977.490112	0.479674	0.866616	1.125356	2
-153.642303	206.798996	977.490112	0.712283	1.028850	-0.463985	3
-154.619400	206.232101	978.147400	0.380796	0.601573	-0.465065	3
-153.869095	206.235596	976.820007	-0.443182	0.320660	0.778930	3
-153.642303	205.526794	977.490112	0.089914	-0.103233	0.979107	2
-152.665695	205.259003	977.372192	0.102700	-0.117913	1.118331	2
-154.620895	205.210403	976.824585	0.485662	0.063125	-0.553940	3
-154.575699	205.259003	976.820007	0.016639	0.044900	0.044709	3
-153.642303	205.259003	977.351074	-0.013334	0.104248	0.616639	2
-153.642303	204.282501	977.453308	-0.142819	0.642754	1.377977	2
-159.501602	196.854706	976.820007	-0.240637	0.553572	-0.302302	2
-157.548492	197.436493	976.820007	-0.460244	1.060099	-1.511793	3
-158.525101	197.012497	976.820007	-0.002615	0.006024	-0.008590	2
-160.477997	196.428802	976.817322	-1.189875	1.177766	-0.715488	2
-155.595398	195.947205	977.490112	0.168651	-1.568462	-0.218320	2
-161.405502	195.493393	976.820007	-1.161522	-0.257450	0.015826	2
-156.266205	194.516800	976.820007	0.175070	-0.032381	-0.867250	2
-155.598099	194.367599	977.489502	-0.053012	0.579726	-0.525966	2
-154.598297	193.824203	976.789795	-0.318761	0.515556	-0.855857	2
-155.138596	193.540298	976.820007	-0.294415	0.469702	-0.782485	2
-155.595398	193.540298	976.991882	-0.539120	0.860097	-1.432852	2
-159.501602	193.283798	976.820007	-0.862286	-1.352764	-0.601859	2
-158.525101	192.889297	977.490112	-0.172112	-1.477602	-0.413241	2
-158.525101	193.076706	976.820007	-0.123217	-0.581004	-0.245779	2
-153.642303	193.103394	976.820007	0.396409	0.491019	-0.828580	2
-153.642303	193.540298	977.078918	-0.055283	0.589318	-0.994456	2
-152.665695	193.195007	976.820007	0.181531	1.529535	0.211166	2
-151.689102	193.079102	976.820007	0.070955	0.597851	0.082539	2
-151.195908	192.563004	976.818787	0.432322	0.411434	0.719993	2
-150.405197	192.679001	976.834106	-0.352388	-0.356931	-0.078400	3
-151.382797	193.492493	977.524597	-1.563176	-1.583328	-0.347777	2
-122.406303	192.948502	977.482483	0.953049	-1.311186	-0.266644	2
-122.918999	192.584793	977.438477	0.454638	-0.625482	-0.127198	2
-120.433098	192.195908	977.489197	-0.354803	-0.564129	-0.370519	2
-119.462601	192.961594	976.820007	0.629252	-0.646659	0.125456	2
-120.005096	192.563705	977.490112	0.422889	-1.188263	-0.363197	2
-119.127197	193.540298	977.490112	0.630979	-0.471657	0.091505	3
-154.618805	192.001495	976.820007	-0.163254	-0.888941	-0.307799	2
-155.584503	191.945404	977.494202	-0.542686	-0.717129	-0.836993	2
-155.297699	192.563705	976.820007	-0.915628	-1.105662	-1.672076	2
-153.642303	192.149399	976.820007	0.084548	-0.558213	-0.188104	2
-152.665695	191.782501	976.820007	-0.450742	-1.387090	0.963566	2
-152.314606	192.563705	977.490112	0.451071	-0.501628	1.257655	2
-151.689102	191.587204	976.876282	0.570476	-0.232306	0.950885	2
-151.570099	191.587204	976.820007	0.802081	-0.305453	1.696157	2
-151.688995	191.488495	976.819702	-0.173644	-0.664497	1.158958	2
-148.732498	189.832794	977.627808	0.023786	-0.537992	-0.554755	2
-147.777100	190.697998	976.829712	-0.036044	-0.615902	-0.710839	3
-148.783295	190.763504	976.823975	-0.056546	-0.966243	-1.115181	2
-145.765305	188.885406	977.487427	0.193926	-0.735622	-1.173870	2
-152.665695	206.383606	978.159973	-0.829396	-0.628372	0.028899	2
-151.792999	207.212204	978.159973	0.092714	-0.097648	0.912610	2
-151.689102	207.212204	978.112915	0.658585	-0.101234	1.454055	2
-151.689102	206.235596	978.044922	-1.104720	-0.072536	1.041865	2
-153.643600	205.258408	977.686890	-0.431646	-0.266302	-0.351575	2
-154.086197	206.235596	977.490112	-0.154212	-0.096577	-0.132738	3
-152.524002	206.235596	977.490112	-0.076754	0.089066	0.115502	2
-153.741196	204.282501	977.490112	0.606115	0.190041	-1.243111	2
-153.135498	205.259003	978.159973	0.650618	1.110640	-0.700175	2
-152.320496	205.259003	977.490112	-1.424256	0.704869	0.062940	2
-152.665695	204.561493	977.490112	-0.629398	0.311491	0.027814	2
-153.642303	204.282501	977.538330	0.514817	0.645239	-1.055864	2
-153.287201	204.282501	977.490112	-0.029507	0.132797	-0.217309	2
-153.642303	204.203598	977.490112	-0.159363	0.717212	-1.173641	2
-160.478195	197.247192	978.159973	-0.128111	1.516579	-1.095799	2
-160.553696	196.783401	977.526917	-0.092553	0.596242	-0.372769	2
-159.501602	196.923706	977.490112	-0.209603	1.350291	-0.844199	2
-158.514099	197.438004	977.493591	-0.321997	0.620903	-0.389572	3
-162.161194	195.493393	978.159973	-0.572838	0.539318	-0.670963	2
-156.663696	195.498199	976.842102	0.486359	-0.317393	0.099670	2
-156.572006	195.842194	977.490112	1.684107	-1.099031	0.345125	2
-154.618805	195.710403	977.490112	0.178647	-0.885876	0.065200	2
-153.630600	195.643707	976.815308	0.002255	-0.624979	0.055571	3
-154.618805	195.759705	978.159973	-0.010863	-0.630314	0.046391	2
-161.440903	194.735397	978.155701	-1.065754	-0.158383	-0.255696	2
-161.394104	195.483597	977.497192	-0.988991	-0.146975	-0.237279	2
-161.177795	194.490097	977.210999	-0.968748	-0.143967	-0.232422	2
-156.936905	195.493393	978.159973	0.898358	0.317045	0.353445	2
-156.572006	195.206207	977.490112	0.530660	0.615776	0.686473	2
-153.636795	195.764008	978.168518	-0.538330	-0.504495	-0.072958	2
-160.510696	193.516998	978.155090	-0.485919	-0.480069	-0.151467	2
-156.571503	194.475403	978.159912	0.692086	0.666305	0.529942	2
-156.572006	194.516800	978.108521	0.873878	1.321907	1.056264	2
-155.595398	194.516800	977.601685	-0.080456	0.882378	-1.171607	2
-154.631393	194.516495	978.159973	0.053704	1.061453	-0.092152	2
-154.618805	194.457703	977.490112	0.072175	1.426525	-0.123846	2
-153.642303	194.072998	977.490112	0.556654	1.412963	-0.166852	2
-152.983093	193.540298	977.490112	0.499418	0.418192	0.109532	2
-159.498001	192.998199	978.143372	-0.694193	-1.355626	0.024869	2
-159.536301	193.005905	977.494324	-0.495735	-0.968075	0.017759	2
-157.548492	192.879395	977.490112	-0.006074	-0.598966	-0.123573	2
-156.946701	192.523605	978.144409	-0.317299	-1.388233	-0.463048	2
-153.201797	193.611694	978.214722	0.544439	0.168355	0.284496	2
-152.665695	193.102493	977.490112	0.630627	0.457189	0.145291	2
-150.564606	192.563705	977.490112	-0.638826	-0.538655	-0.649158	2
-121.414497	193.254395	976.817383	0.113661	-0.917258	-0.252373	2
-119.741699	192.645401	978.114502	0.714375	-0.734136	-0.205302	2
-119.462601	193.091599	977.490112	1.217983	-0.551343	0.150434	2
-156.571304	192.564697	977.763977	-1.260042	-1.400272	-1.394613	2
-155.636703	192.526093	977.030518	-0.664013	-0.705658	-0.808968	2
-152.665695	192.248001	977.490112	0.733367	-0.815565	0.663029	2
-150.419205	191.612793	977.482788	-0.439769	0.040353	-0.593137	2
-154.618805	190.807907	978.159973	-0.272413	-0.704223	-1.004512	2
-153.642303	191.035202	978.159973	0.252681	-1.085564	-1.355772	2
-154.637299	191.773605	977.487976	0.095634	-0.930963	-1.340479	2
-153.635498	191.873001	977.490417	0.423479	-0.386276	-0.479034	2
-153.139297	191.573105	978.170898	0.807790	-0.736825	-0.913761	2
-127.275002	190.619400	978.173279	-0.297319	-1.257764	-0.655751	2
-128.251602	190.857193	978.159973	-0.143178	-0.605692	-0.315785	3
-125.321999	190.876907	978.159973	0.525897	-1.946988	0.182547	2
-125.321999	190.814102	977.490112	0.193140	-0.715048	0.067042	2
-126.298500	190.817703	977.490112	-0.006045	-1.639223	-0.237981	2
-149.670807	190.667496	977.488770	-1.061739	-1.417862	-1.346773	2
-147.764099	189.934204	977.570984	0.023200	-0.448705	-0.405391	2
-145.794205	188.604095	978.129700	-0.301760	-0.757895	-0.345531	2
-143.958099	189.362701	977.486877	0.157428	-0.965108	-0.689276	3
-143.871201	188.890793	978.167480	-0.457606	-1.502015	-0.983023	2
-146.773407	189.312500	977.431030	-0.300025	-0.527240	-0.701395	2
-152.901794	208.187698	978.159973	0.151419	0.281520	0.513538	3
-151.689102	207.329803	978.159973	-0.952512	-1.146055	-0.134435	2
-153.781799	207.212204	978.159973	-0.038539	-0.001276	0.006280	3
-154.618805	206.251602	978.159973	-0.526003	0.458324	0.744253	3
-154.642700	206.440994	978.757019	0.341649	1.436419	-0.441980	3
-153.360596	207.212204	978.830017	0.011651	-0.003585	0.017650	2
-153.642303	206.235596	978.817627	0.147869	-0.049016	0.501497	2
-152.881104	206.235596	978.159973	0.841947	-0.649856	0.974510	2
-152.665695	207.212204	978.625122	0.066163	-0.096291	0.171529	2
-151.580597	206.235596	978.159973	-1.126734	0.038061	-1.127845	2
-151.547607	207.212204	978.159973	-0.070473	0.053322	-0.010990	2
-153.684692	206.235596	978.830017	0.422438	-0.089602	1.445236	2
-153.642303	205.259003	978.757080	0.605729	-0.157787	0.514123	2
-151.689102	206.235596	978.268372	-0.462759	0.336581	-0.463272	2
-152.290894	205.259003	978.159973	-0.076268	0.055472	-0.076353	2
-151.689102	206.086395	978.159973	-0.539044	0.392017	-0.539575	2
